coreid,mofid-v1,mofid-v2,quaternary ,binary,year
2022[Zn][rtl]3[ASR]1,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],[C6O13Zn4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2022
2009[In][ctn]3[ASR]1,[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2009
2011[Zn][dia]3[ASR]10,[O-]C(=O)c1ccc(cc1)C=Cc1ccncc1.[Zn],[C2O4Zn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2011
2012[Cu][sra]3[ASR]1,[Cu].n1ccc(cc1)C1=NN=N[N]1,[Cu1_Type-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][N][=N][NH0][Ring1][Branch1],1,0,2012
2018[Fe][nuc]3[ASR]1,[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C6Fe3O13_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2018
2017[Zn][apo]3[ASR]1,[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-].[Zn][Zn],[C4O8Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][P][=Branch1][C][=O][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2017
2013[Co][dia]3[ASR]6,[Co][OH2][Co].[O-]C(=O)c1cc(Br)cnc1,[C4Co2H2O9_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][N][=C][Ring1][#Branch1],1,0,2013
2003[Mn][dia]3[ASR]2,[Mn].[O-]C=O,[Mn1_Type-1].[Mn4_Type-1].[O-1][C][=O],1,0,2003
2015[Ni][nan]2[ASR]1,Fc1cc(cc(c1F)N(C)C)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1cc(F)c(c(c1)N(C)C)F)C=C3)[N]2.[Ni],[Ni1_Type-1].[F][C][=C][C][=Branch1][=C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][F][N][Branch1][C][C][C][C][=C][C][=C][C][=Branch2][=Branch1][#C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][=Branch2][Branch1][=Branch2][=C][Branch2][Ring1][S][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][O][=C][N][=C][Ring2][Ring1][Branch2][C][=C][Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][NH0][Ring1][P][C][=C][C][Branch1][C][F][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][#Branch1][N][Branch1][C][C][C][F][C][=C][Ring2][Ring2][C][NH0][Ring2][Ring2][=C],1,0,2015
2008[Al][bpq]3[ASR]1,[Al].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH],[Al1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH1],1,0,2008
2012[Co][nan]3[ASR]2,[Co].[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],[C6Co3O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][P][=Branch1][C][=O][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],3,1,2012
2009[Cu][dia]3[ASR]3,[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cccc(c1)C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2009
2021[Cd][nan]3[ASR]1,[Cd].[O-]C(=O)c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cd1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][#Branch1][C][C][=C][Branch1][=N][C][=C][Branch1][Ring2][C][=Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][=C][Branch1][O][C][=C][Ring2][Ring1][C][C][=Branch1][C][=O][O-1][C][C][=C][Branch1][=N][C][=C][Branch1][Ring2][C][=Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2021
2020[Fe][nan]3[ASR]4,[Fe].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],[Fe1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[OH1],1,0,2020
2014[La][nan]3[ASR]2,[La].[O-]C(=O)c1nsnc1C(=O)[O-],[La1_Type-1].[O-1][C][=Branch1][C][=O][C][=N][S][N][=C][Ring1][Branch1][C][=Branch1][C][=O][O-1],3,1,2014
2020[Co][ant]3[ASR]1,Cc1cnccc1c1cccc(c1)C(=O)[O-].[Co],[Co1_Type-1].[C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2020
2017[Zn][lon]3[ASR]2,[O-]C(=O)c1cc(OCc2nnn(c2)c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],[C4O8Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring2][C][O][C][C][N][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][O-1],1,0,2017
2004[Co][nan]3[ASR]1,[Co]O[Co].[O-]C(=O)C1OC(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-],[C24Co12O54_Type-1].[O-1][C][=Branch1][C][=O][C][O][C][Branch1][P][C][Branch1][=Branch2][C][Ring1][Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2004
2013[In][qtz]3[ASR]1,[In].[O-]C(=O)c1ccc(cc1)C(=O)[O-],[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2013
2019[Ce][dia]3[ASR]1,Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.[Ce],[Ce1_Type-1].[Cl][CH0][C][=Branch1][C][=O][C][=Branch1][C][=O][CH0][Branch1][=Branch2][C][=Branch1][C][=O][C][Ring1][=Branch2][=O][Cl],3,1,2019
2013[Mg][acs]3[ASR]5,[Mg].[O-]C=O,[Mg1_Type-1].[O-1][C][=O],0,0,2013
2020[Co][nan]3[ASR]22,Cl[Co].Cl[Co]Cl.N1=Nc2c(=N1)cc1c(=NN=N1)c2.[Co],[Co1_Type-1].[N][=N][C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=Branch1][=Branch1][=N][N][=N][Ring1][Branch1][C][=Ring1][#Branch2],1,0,2020
2006[Ni][nan]3[ASR]1,[Ni].[O-]C(=O)C1CCC(CC1)C(=O)[O-].[O],[Ni1_Type-1].[Ni2_Type-1].[O-1][C][=Branch1][C][=O][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH0],2,1,2006
0000[Co][the]3[ASR]1,[Co][O]([Co])([Co])[Co].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],[C8Co4O17_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,0
2017[In][sql]2[ASR]1,[In].[O-]C(=O)c1cc(cc(c1)c1cc(c2cc(cc(c2)C(=O)O)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1cc(cc(c1)C(=O)O)C(=O)[O-])c1cc(cc(c1)C(=O)O)C(=O)[O-])C(=O)O,[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch2][Branch2][O][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring1][#Branch1][C][C][=C][Branch1][=N][C][=C][Branch1][Ring2][C][=Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O-1][=C][C][C][Ring2][Ring1][C][=C][C][=C][C][=Ring1][=Branch1][C][Branch1][Branch1][C][=C][Ring1][#Branch2][=C][Branch2][Ring1][O][C][=C][Ring1][Branch2][C][C][=C][Branch1][=N][C][=C][Branch1][Ring2][C][=Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O],1,0,2017
2013[La][nan]3[ASR]4,[La].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],[La3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],3,1,2013
2010[Cd][pcu]3[ASR]1,[Cd].c1ncn(c1)c1ccc(cc1)n1cncc1,[Cd1_Type-1].[C][N][=C][N][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][C][=C][Ring1][Branch1],1,0,2010
2022[Cu][tbo]3[ASR]2,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2022
2015[Zn][nbo]3[ASR]4,[O-]C(=O)c1ccc(cc1)c1[nH]c(nc1c1ccc(cc1)C(=O)[O-])c1ccccn1.[Zn],[C2O4Zn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][NH1][C][=Branch2][Ring1][Ring2][=N][C][=Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][C][=N][Ring1][=Branch1],1,0,2015
2015[Cu][hyw]3[ASR]1,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C=CN([CH]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=C][N][Branch1][Ring2][CH1][Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2015
2007[V][bpq]3[ASR]1,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O].[V],[V2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH0],1,0,2007
2023[Sm][pts]3[ASR]1,[O]N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)[O].[Sm],[Sm2_Type-1].[OH0][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Branch1][C][Ring1][O][=O][=C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][=N][=O][OH0],3,1,2023
2007[Cu][dia]3[ASR]1,[Cu].n1ccc(cc1)c1ccncc1,[Cu1_Type-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2007
2017[Mn][hxl]2[ASR]1,[Mn].[Mn]Br.[O-]C(=O)c1ccc(cc1)C(=O)[O-],[Br2C6Mn3O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],2,1,2017
2017[V][nan]3[ASR]10,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],[V4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[OH1],1,0,2017
2009[Zn][nts]3[ASR]1,[O-]C(=O)c1cc(C#Cc2cc(C#Cc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn][Zn],[C4O8Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch2][Branch1][P][C][#C][C][=C][C][Branch2][Ring1][=Branch2][C][#C][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][Ring2][C][#C][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring2][#Branch2][C][=Branch1][C][=O][O-1],1,0,2009
2006[Co][sod]3[ASR]1,[Co].c1ccc2c(c1)N=C[N]2,[Co1_Type-1].[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][NH0][Ring1][=Branch1],1,0,2006
2019[Mn][srs]3[ASR]1,[Mn].[O-]C(=O)c1cc(cc(c1)c1cc(nc(c1)c1ccccn1)c1ccccn1)C(=O)[O-],[C2Mn1O4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring2][Ring2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][S][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2019
2007[Cd][uom]3[ASR]2,[Cd].[O-]C(=O)c1cc(nc(c1)C(=O)[O-])C(=O)[O-],[Cd1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2,1,2007
2014[Co][rtl]3[ASR]1,[Co][Co].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccncc1,[C4Co2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2014
2008[Gd][nan]3[ASR]1,[Gd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],[Gd2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],3,1,2008
2011[Cd][dia]3[ASR]3,[Cd].[O-]C(=O)c1ccc(cc1)n1ccnc1C,[C2Cd1O4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][N][=C][Ring1][Branch1][C],1,0,2011
2012[Nd][nan]3[ASR]4,[Nd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],[Nd2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],3,1,2012
2020[Zn][ths]3[ASR]2,O=C1N[N]C(=O)c2c1cc(c1ccc3c(c1)c(O)n[nH]c3=O)c(c2)c1ccc2c(c1)C(=O)N[N]C2=O.[Zn],[Zn1_Type-1].[O][=C][N][NH0][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][=C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][O][=N][NH1][C][Ring1][Branch2][=O][C][=Branch1][Branch1][=C][Ring2][Ring1][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][NH0][C][Ring1][Branch2][=O],2,1,2020
2022[Mn][nan]2[ASR]2,[Mn].[O-]C(=O)c1cc(C#Cc2c3ccccc3c(c3c2cccc3)C#Cc2cc(cc(c2)C(=O)O)C(=O)[O-])cc(c1)C(=O)[O-],[C6Mn3O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring2][P][C][#C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][O][C][=C][Ring1][#Branch2][C][=C][C][=C][Ring1][=Branch1][C][#C][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring2][Ring2][C][=Branch1][C][=O][O-1],2,1,2022
2017[V][nan]3[ASR]2,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],[C4Cd2O8_Type-1].[N][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],2,1,2017
2014[Zn][nan]3[ASR]29,[O-]C(=O)C1=CC2=NN=NC2=C[CH]1.[O-]C(=O)C1=CC2=NN=N[C]2C=C1.[O-]C(=O)[C]1C=CC2=NN=NC2=C1.[O-]C(=O)c1ccc2c(c1)N=N[N]2.[Zn],[C1O2Zn1_Type-1].[C2O4Zn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=N][N][=N][C][Ring1][Branch1][=C][CH1][Ring1][=Branch2].[O-1][C][=Branch1][C][=O][C][=C][C][=N][N][=N][CH0][Ring1][Branch1][C][=C][Ring1][=Branch2].[O-1][C][=Branch1][C][=O][CH0][C][=C][C][=N][N][=N][C][Ring1][Branch1][=C][Ring1][=Branch2].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=N][NH0][Ring1][=Branch1],1,0,2014
2006[V][bpq]3[ASR]5,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O].[V],[V2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH0],1,0,2006
2014[Mn][nan]3[ASR]12,[Mn].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C6Mn2O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2014
2011[Cu][eea]3[ASR]2,[Cu][Cu].[O-]C(=O)c1cc(C#Cc2cccnc2)cc(c1)C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][O][C][#C][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=C][C][=Branch1][C][=O][O-1],1,0,2011
2023[Pr][nan]3[ASR]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Pr],[Pr4_Type-2].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],3,1,2023
2015[Tb][fcu]3[ASR]1,[O-]C(=O)C=CC(=O)[O-].[O]12[Tb]34[O]5[Tb]62[O]2[Tb]71[O]4[Tb]14[O]3[Tb]35[O]6[Tb]2([O]71)[O]43,[C12O32Tb6_Type-2].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][C][=O][O-1],1,0,2015
2020[Mn][nan]3[ASR]2,[Mn].[O-]C(=O)c1cc(OCc2ccc(cc2)C(=O)[O-])cc(c1)OCc1ccc(cc1)C(=O)O,[Mn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][C][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Ring2][=C][Ring1][P][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],1,0,2020
2010[Cu][nan]3[ASR]19,I[Cu]12(I)[Cu]3[Cu]1([Cu]23I)I.I[Cu][Cu]I.n1ccc(cc1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1,[Cu10I10_Type-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=C][Branch1][=Branch2][C][C][=C][N][=C][C][=Ring1][=Branch1][C][=Branch1][=N][=C][C][=Ring1][N][C][C][=C][N][=C][C][=Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2010
2012[Cu][ths]3[ASR]2,[Cu].[O-]C(=O)C(=O)[O-],[Cu1_Type-1].[O-1][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1],1,0,2012
2019[Zn][nan]3[ASR]24,[O-]C(=O)c1cc(cc(n1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Zn],[Zn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2019
2005[Fe][bpq]3[ASR]1,[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH],[Fe1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH1],1,0,2005
2012[Zn][sod]3[ASR]7,CC1=NC=C[N]1.CC1=N[CH]C=N1.[Zn],[Zn1_Type-1].[C][C][=N][C][=C][NH0][Ring1][Branch1].[C][C][=N][CH1][C][=N][Ring1][Branch1],1,0,2012
2013[Zn][uni]3[ASR]8,CC(C(=O)[O-])NCc1ccncc1.Cl[Zn],[Zn1_Type-1].[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1],2,1,2013
2016[Cu][nan]3[ASR]16,I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I.c1ncn(c1)Cn1cncc1,[Cu4I4_Type-1].[C][N][=C][N][Branch1][Ring2][C][=Ring1][Branch1][C][N][C][=N][C][=C][Ring1][Branch1],1,0,2016
2016[Zn][nan]3[ASR]12,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],[Zn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=C][Branch1][S][C][C][=C][C][=Branch1][Branch1][=C][C][=Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch2][Ring1][Ring2][=C][C][=Ring1][#C][C][C][=C][C][=Branch1][Branch1][=C][C][=Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2016
